READING_DATETIME, GENERAL_SUPPLY_KWH
2013-06-01 00:00:00+00:00,531.0
2013-06-01 01:00:00+00:00,500.0
2013-06-01 02:00:00+00:00,522.0
2013-06-01 03:00:00+00:00,509.0
2013-06-01 04:00:00+00:00,322.99999999999994
2013-06-01 05:00:00+00:00,297.00000000000006
2013-06-01 06:00:00+00:00,256.0
2013-06-01 07:00:00+00:00,297.0
2013-06-01 08:00:00+00:00,301.00000000000006
2013-06-01 09:00:00+00:00,200.0
2013-06-01 10:00:00+00:00,139.0
2013-06-01 11:00:00+00:00,176.0
2013-06-01 12:00:00+00:00,1200.0
2013-06-01 13:00:00+00:00,436.99999999999994
2013-06-01 14:00:00+00:00,2271.0
2013-06-01 15:00:00+00:00,356.0
2013-06-01 16:00:00+00:00,375.0
2013-06-01 17:00:00+00:00,450.0
2013-06-01 18:00:00+00:00,653.0
2013-06-01 19:00:00+00:00,608.0
2013-06-01 20:00:00+00:00,563.0
2013-06-01 21:00:00+00:00,548.0
2013-06-01 22:00:00+00:00,651.0
2013-06-01 23:00:00+00:00,612.0
2013-06-02 00:00:00+00:00,627.0
2013-06-02 01:00:00+00:00,578.0000000000001
2013-06-02 02:00:00+00:00,514.0
2013-06-02 03:00:00+00:00,442.0
2013-06-02 04:00:00+00:00,448.0
2013-06-02 05:00:00+00:00,385.99999999999994
2013-06-02 06:00:00+00:00,377.0
2013-06-02 07:00:00+00:00,356.0
2013-06-02 08:00:00+00:00,266.0
2013-06-02 09:00:00+00:00,358.0
2013-06-02 10:00:00+00:00,380.0
2013-06-02 11:00:00+00:00,404.0
2013-06-02 12:00:00+00:00,440.00000000000006
2013-06-02 13:00:00+00:00,403.99999999999994
2013-06-02 14:00:00+00:00,467.0
2013-06-02 15:00:00+00:00,655.0
2013-06-02 16:00:00+00:00,582.0
2013-06-02 17:00:00+00:00,695.0000000000001
2013-06-02 18:00:00+00:00,727.0000000000001
2013-06-02 19:00:00+00:00,875.0
2013-06-02 20:00:00+00:00,784.9999999999999
2013-06-02 21:00:00+00:00,1182.0
2013-06-02 22:00:00+00:00,2099.0
2013-06-02 23:00:00+00:00,1418.0
2013-06-03 00:00:00+00:00,1641.0
2013-06-03 01:00:00+00:00,667.9999999999999
2013-06-03 02:00:00+00:00,405.0
2013-06-03 03:00:00+00:00,376.0
2013-06-03 04:00:00+00:00,409.00000000000006
2013-06-03 05:00:00+00:00,382.0
2013-06-03 06:00:00+00:00,312.0
2013-06-03 07:00:00+00:00,235.00000000000003
2013-06-03 08:00:00+00:00,229.99999999999997
2013-06-03 09:00:00+00:00,401.0
2013-06-03 10:00:00+00:00,1184.0
2013-06-03 11:00:00+00:00,1158.0
2013-06-03 12:00:00+00:00,1158.9999999999998
2013-06-03 13:00:00+00:00,1160.0
2013-06-03 14:00:00+00:00,1200.0
2013-06-03 15:00:00+00:00,1260.0
2013-06-03 16:00:00+00:00,1178.9999999999998
2013-06-03 17:00:00+00:00,1168.0
2013-06-03 18:00:00+00:00,697.0
2013-06-03 19:00:00+00:00,1393.0
2013-06-03 20:00:00+00:00,735.0000000000001
2013-06-03 21:00:00+00:00,820.0000000000001
2013-06-03 22:00:00+00:00,979.0000000000001
2013-06-03 23:00:00+00:00,1505.0
2013-06-04 00:00:00+00:00,1916.9999999999998
2013-06-04 01:00:00+00:00,2548.0
2013-06-04 02:00:00+00:00,1561.9999999999998
2013-06-04 03:00:00+00:00,1101.0
2013-06-04 04:00:00+00:00,1087.0000000000002
2013-06-04 05:00:00+00:00,1122.0
2013-06-04 06:00:00+00:00,1075.0000000000002
2013-06-04 07:00:00+00:00,1081.0
2013-06-04 08:00:00+00:00,861.0
2013-06-04 09:00:00+00:00,248.0
2013-06-04 10:00:00+00:00,225.99999999999997
2013-06-04 11:00:00+00:00,246.0
2013-06-04 12:00:00+00:00,239.0
2013-06-04 13:00:00+00:00,238.0
2013-06-04 14:00:00+00:00,235.0
2013-06-04 15:00:00+00:00,246.0
2013-06-04 16:00:00+00:00,241.0
2013-06-04 17:00:00+00:00,244.0
2013-06-04 18:00:00+00:00,229.99999999999997
2013-06-04 19:00:00+00:00,781.9999999999999
2013-06-04 20:00:00+00:00,1519.0
2013-06-04 21:00:00+00:00,732.0
2013-06-04 22:00:00+00:00,758.0
2013-06-04 23:00:00+00:00,707.0
2013-06-05 00:00:00+00:00,710.0
2013-06-05 01:00:00+00:00,714.0
2013-06-05 02:00:00+00:00,703.0
2013-06-05 03:00:00+00:00,927.0
2013-06-05 04:00:00+00:00,1611.0
2013-06-05 05:00:00+00:00,322.0
2013-06-05 06:00:00+00:00,318.0
2013-06-05 07:00:00+00:00,313.00000000000006
2013-06-05 08:00:00+00:00,222.00000000000003
2013-06-05 09:00:00+00:00,179.0
2013-06-05 10:00:00+00:00,164.99999999999997
2013-06-05 11:00:00+00:00,174.0
2013-06-05 12:00:00+00:00,275.99999999999994
2013-06-05 13:00:00+00:00,336.99999999999994
2013-06-05 14:00:00+00:00,1678.0
2013-06-05 15:00:00+00:00,1887.0
2013-06-05 16:00:00+00:00,2493.0
2013-06-05 17:00:00+00:00,1113.0
2013-06-05 18:00:00+00:00,425.00000000000006
2013-06-05 19:00:00+00:00,571.0
2013-06-05 20:00:00+00:00,774.0
2013-06-05 21:00:00+00:00,722.0
2013-06-05 22:00:00+00:00,635.0
2013-06-05 23:00:00+00:00,782.9999999999999
2013-06-06 00:00:00+00:00,647.0
2013-06-06 01:00:00+00:00,636.0
2013-06-06 02:00:00+00:00,542.0
2013-06-06 03:00:00+00:00,688.0
2013-06-06 04:00:00+00:00,1163.0000000000002
2013-06-06 05:00:00+00:00,1170.0
2013-06-06 06:00:00+00:00,1152.0000000000002
2013-06-06 07:00:00+00:00,1108.0
2013-06-06 08:00:00+00:00,1046.0
2013-06-06 09:00:00+00:00,1052.0
2013-06-06 10:00:00+00:00,1065.0
