READING_DATETIME, GENERAL_SUPPLY_KWH
2013-06-01 00:00:00+00:00,268.0
2013-06-01 01:00:00+00:00,261.0
2013-06-01 02:00:00+00:00,259.0
2013-06-01 03:00:00+00:00,252.0
2013-06-01 04:00:00+00:00,258.0
2013-06-01 05:00:00+00:00,258.0
2013-06-01 06:00:00+00:00,230.0
2013-06-01 07:00:00+00:00,265.0
2013-06-01 08:00:00+00:00,241.0
2013-06-01 09:00:00+00:00,993.0
2013-06-01 10:00:00+00:00,2581.0000000000005
2013-06-01 11:00:00+00:00,2766.0
2013-06-01 12:00:00+00:00,1397.0
2013-06-01 13:00:00+00:00,639.0
2013-06-01 14:00:00+00:00,1464.0
2013-06-01 15:00:00+00:00,576.0
2013-06-01 16:00:00+00:00,476.0
2013-06-01 17:00:00+00:00,653.9999999999999
2013-06-01 18:00:00+00:00,511.0
2013-06-01 19:00:00+00:00,2551.0
2013-06-01 20:00:00+00:00,1697.0
2013-06-01 21:00:00+00:00,1075.0
2013-06-01 22:00:00+00:00,1045.0
2013-06-01 23:00:00+00:00,1026.0
2013-06-02 00:00:00+00:00,1025.9999999999998
2013-06-02 01:00:00+00:00,269.0
2013-06-02 02:00:00+00:00,255.0
2013-06-02 03:00:00+00:00,254.0
2013-06-02 04:00:00+00:00,268.0
2013-06-02 05:00:00+00:00,240.0
2013-06-02 06:00:00+00:00,283.00000000000006
2013-06-02 07:00:00+00:00,240.0
2013-06-02 08:00:00+00:00,537.9999999999999
2013-06-02 09:00:00+00:00,1297.0
2013-06-02 10:00:00+00:00,1833.0
2013-06-02 11:00:00+00:00,1189.0
2013-06-02 12:00:00+00:00,404.0
2013-06-02 13:00:00+00:00,562.0
2013-06-02 14:00:00+00:00,1664.0000000000002
2013-06-02 15:00:00+00:00,1501.0
2013-06-02 16:00:00+00:00,1644.0000000000002
2013-06-02 17:00:00+00:00,1622.0
2013-06-02 18:00:00+00:00,257.0
2013-06-02 19:00:00+00:00,2324.0000000000005
2013-06-02 20:00:00+00:00,2349.0
2013-06-02 21:00:00+00:00,2551.0
2013-06-02 22:00:00+00:00,2071.0
2013-06-02 23:00:00+00:00,1690.9999999999998
2013-06-03 00:00:00+00:00,1694.9999999999998
2013-06-03 01:00:00+00:00,307.0
2013-06-03 02:00:00+00:00,260.0
2013-06-03 03:00:00+00:00,238.00000000000003
2013-06-03 04:00:00+00:00,892.0
2013-06-03 05:00:00+00:00,256.0
2013-06-03 06:00:00+00:00,231.99999999999997
2013-06-03 07:00:00+00:00,244.0
2013-06-03 08:00:00+00:00,787.0
2013-06-03 09:00:00+00:00,1926.0
2013-06-03 10:00:00+00:00,1608.0
2013-06-03 11:00:00+00:00,1857.0000000000002
2013-06-03 12:00:00+00:00,2467.0
2013-06-03 13:00:00+00:00,1523.0000000000002
2013-06-03 14:00:00+00:00,1158.0
2013-06-03 15:00:00+00:00,273.0
2013-06-03 16:00:00+00:00,248.0
2013-06-03 17:00:00+00:00,239.0
2013-06-03 18:00:00+00:00,253.0
2013-06-03 19:00:00+00:00,3223.9999999999995
2013-06-03 20:00:00+00:00,2582.0
2013-06-03 21:00:00+00:00,1523.0
2013-06-03 22:00:00+00:00,2478.0
2013-06-03 23:00:00+00:00,2464.0
2013-06-04 00:00:00+00:00,1126.0
2013-06-04 01:00:00+00:00,255.0
2013-06-04 02:00:00+00:00,1462.0
2013-06-04 03:00:00+00:00,227.99999999999997
2013-06-04 04:00:00+00:00,1115.9999999999998
2013-06-04 05:00:00+00:00,253.0
2013-06-04 06:00:00+00:00,226.99999999999997
2013-06-04 07:00:00+00:00,276.0
2013-06-04 08:00:00+00:00,920.0
2013-06-04 09:00:00+00:00,3573.0
