READING_DATETIME, GENERAL_SUPPLY_KWH
2013-06-01 00:00:00+00:00,1498.0
2013-06-01 01:00:00+00:00,1771.0
2013-06-01 02:00:00+00:00,2662.0
2013-06-01 03:00:00+00:00,2686.0
2013-06-01 04:00:00+00:00,2554.9999999999995
2013-06-01 05:00:00+00:00,1785.9999999999998
2013-06-01 06:00:00+00:00,1577.0
2013-06-01 07:00:00+00:00,3342.0
2013-06-01 08:00:00+00:00,2268.0000000000005
2013-06-01 09:00:00+00:00,2202.0
2013-06-01 10:00:00+00:00,1323.0
2013-06-01 11:00:00+00:00,1617.0
2013-06-01 12:00:00+00:00,1669.0
2013-06-01 13:00:00+00:00,1565.9999999999998
2013-06-01 14:00:00+00:00,1555.0000000000002
2013-06-01 15:00:00+00:00,2490.9999999999995
2013-06-01 16:00:00+00:00,2208.0
2013-06-01 17:00:00+00:00,3640.0
2013-06-01 18:00:00+00:00,3747.0000000000005
2013-06-01 19:00:00+00:00,2622.0
2013-06-01 20:00:00+00:00,2610.9999999999995
2013-06-01 21:00:00+00:00,2489.0
2013-06-01 22:00:00+00:00,1674.9999999999998
2013-06-01 23:00:00+00:00,1696.0
2013-06-02 00:00:00+00:00,1628.0
2013-06-02 01:00:00+00:00,1853.0000000000002
2013-06-02 02:00:00+00:00,2835.0
2013-06-02 03:00:00+00:00,2761.0
2013-06-02 04:00:00+00:00,2715.0
2013-06-02 05:00:00+00:00,1823.9999999999998
2013-06-02 06:00:00+00:00,2201.0
2013-06-02 07:00:00+00:00,3975.0
2013-06-02 08:00:00+00:00,2283.0
2013-06-02 09:00:00+00:00,4178.0
2013-06-02 10:00:00+00:00,3532.0
2013-06-02 11:00:00+00:00,3116.0
2013-06-02 12:00:00+00:00,2711.9999999999995
2013-06-02 13:00:00+00:00,2378.0
2013-06-02 14:00:00+00:00,1803.0
2013-06-02 15:00:00+00:00,2081.0
2013-06-02 16:00:00+00:00,1900.9999999999998
2013-06-02 17:00:00+00:00,1825.0000000000002
2013-06-02 18:00:00+00:00,4818.0
2013-06-02 19:00:00+00:00,7625.0
2013-06-02 20:00:00+00:00,5940.0
2013-06-02 21:00:00+00:00,2397.9999999999995
2013-06-02 22:00:00+00:00,2719.9999999999995
2013-06-02 23:00:00+00:00,1893.0
2013-06-03 00:00:00+00:00,758.0
2013-06-03 01:00:00+00:00,948.0
2013-06-03 02:00:00+00:00,1920.0
2013-06-03 03:00:00+00:00,1879.0
2013-06-03 04:00:00+00:00,1823.9999999999998
2013-06-03 05:00:00+00:00,975.0
2013-06-03 06:00:00+00:00,672.0
2013-06-03 07:00:00+00:00,8467.0
2013-06-03 08:00:00+00:00,5550.0
2013-06-03 09:00:00+00:00,2300.0
2013-06-03 10:00:00+00:00,818.0000000000001
2013-06-03 11:00:00+00:00,742.9999999999999
2013-06-03 12:00:00+00:00,1097.0
2013-06-03 13:00:00+00:00,1071.0000000000002
2013-06-03 14:00:00+00:00,837.0
2013-06-03 15:00:00+00:00,859.0
2013-06-03 16:00:00+00:00,1484.0
2013-06-03 17:00:00+00:00,1186.0
2013-06-03 18:00:00+00:00,2427.0
2013-06-03 19:00:00+00:00,3083.0
2013-06-03 20:00:00+00:00,7252.000000000001
2013-06-03 21:00:00+00:00,5480.0
2013-06-03 22:00:00+00:00,2867.0
2013-06-03 23:00:00+00:00,1047.0
2013-06-04 00:00:00+00:00,630.0
2013-06-04 01:00:00+00:00,947.0
2013-06-04 02:00:00+00:00,1875.0
2013-06-04 03:00:00+00:00,1807.0
2013-06-04 04:00:00+00:00,1803.0
2013-06-04 05:00:00+00:00,906.0
2013-06-04 06:00:00+00:00,596.0
2013-06-04 07:00:00+00:00,1128.0
2013-06-04 08:00:00+00:00,5048.999999999999
2013-06-04 09:00:00+00:00,1464.9999999999998
2013-06-04 10:00:00+00:00,1104.0
2013-06-04 11:00:00+00:00,667.9999999999999
2013-06-04 12:00:00+00:00,616.0
2013-06-04 13:00:00+00:00,675.9999999999999
2013-06-04 14:00:00+00:00,669.9999999999999
2013-06-04 15:00:00+00:00,633.0
2013-06-04 16:00:00+00:00,671.9999999999999
2013-06-04 17:00:00+00:00,808.0
2013-06-04 18:00:00+00:00,3467.0000000000005
2013-06-04 19:00:00+00:00,1497.0
2013-06-04 20:00:00+00:00,2535.0
2013-06-04 21:00:00+00:00,2244.0
2013-06-04 22:00:00+00:00,1312.0
2013-06-04 23:00:00+00:00,800.9999999999999
2013-06-05 00:00:00+00:00,788.0000000000001
2013-06-05 01:00:00+00:00,1063.0
2013-06-05 02:00:00+00:00,2001.0
2013-06-05 03:00:00+00:00,1945.0
2013-06-05 04:00:00+00:00,1908.9999999999998
2013-06-05 05:00:00+00:00,989.0
2013-06-05 06:00:00+00:00,816.0
2013-06-05 07:00:00+00:00,1060.0
2013-06-05 08:00:00+00:00,1533.0
2013-06-05 09:00:00+00:00,8609.0
2013-06-05 10:00:00+00:00,1710.9999999999998
2013-06-05 11:00:00+00:00,845.9999999999999
2013-06-05 12:00:00+00:00,3908.0
2013-06-05 13:00:00+00:00,5217.000000000001
2013-06-05 14:00:00+00:00,1871.0
2013-06-05 15:00:00+00:00,942.0
2013-06-05 16:00:00+00:00,708.0
2013-06-05 17:00:00+00:00,2421.0000000000005
2013-06-05 18:00:00+00:00,3354.0
2013-06-05 19:00:00+00:00,2583.9999999999995
2013-06-05 20:00:00+00:00,1456.0
2013-06-05 21:00:00+00:00,1622.9999999999998
2013-06-05 22:00:00+00:00,1494.0
2013-06-05 23:00:00+00:00,786.9999999999999
2013-06-06 00:00:00+00:00,660.0
2013-06-06 01:00:00+00:00,953.0000000000001
2013-06-06 02:00:00+00:00,1842.0
2013-06-06 03:00:00+00:00,1827.0
2013-06-06 04:00:00+00:00,1815.0
2013-06-06 05:00:00+00:00,889.0
2013-06-06 06:00:00+00:00,647.9999999999999
