READING_DATETIME, GENERAL_SUPPLY_KWH
2013-06-01 00:00:00+00:00,320.99999999999994
2013-06-01 01:00:00+00:00,109.0
2013-06-01 02:00:00+00:00,119.0
2013-06-01 03:00:00+00:00,82.99999999999999
2013-06-01 04:00:00+00:00,89.0
2013-06-01 05:00:00+00:00,93.0
2013-06-01 06:00:00+00:00,82.99999999999999
2013-06-01 07:00:00+00:00,177.0
2013-06-01 08:00:00+00:00,635.0
2013-06-01 09:00:00+00:00,403.0
2013-06-01 10:00:00+00:00,253.0
2013-06-01 11:00:00+00:00,291.0
2013-06-01 12:00:00+00:00,285.00000000000006
2013-06-01 13:00:00+00:00,260.0
2013-06-01 14:00:00+00:00,352.0
2013-06-01 15:00:00+00:00,1085.9999999999998
2013-06-01 16:00:00+00:00,1863.0
2013-06-01 17:00:00+00:00,2131.0
2013-06-01 18:00:00+00:00,2485.0000000000005
2013-06-01 19:00:00+00:00,1858.0
2013-06-01 20:00:00+00:00,808.0
2013-06-01 21:00:00+00:00,881.9999999999999
2013-06-01 22:00:00+00:00,842.0
2013-06-01 23:00:00+00:00,620.0
2013-06-02 00:00:00+00:00,391.0
2013-06-02 01:00:00+00:00,154.00000000000003
2013-06-02 02:00:00+00:00,124.00000000000001
2013-06-02 03:00:00+00:00,122.0
2013-06-02 04:00:00+00:00,128.0
2013-06-02 05:00:00+00:00,187.0
2013-06-02 06:00:00+00:00,153.0
2013-06-02 07:00:00+00:00,285.0
2013-06-02 08:00:00+00:00,325.99999999999994
2013-06-02 09:00:00+00:00,896.0
2013-06-02 10:00:00+00:00,690.0
2013-06-02 11:00:00+00:00,364.0
2013-06-02 12:00:00+00:00,708.0
2013-06-02 13:00:00+00:00,221.0
2013-06-02 14:00:00+00:00,376.0
2013-06-02 15:00:00+00:00,215.00000000000003
2013-06-02 16:00:00+00:00,500.0
2013-06-02 17:00:00+00:00,266.0
2013-06-02 18:00:00+00:00,255.0
2013-06-02 19:00:00+00:00,246.00000000000003
2013-06-02 20:00:00+00:00,349.0
2013-06-02 21:00:00+00:00,278.0
2013-06-02 22:00:00+00:00,214.00000000000003
2013-06-02 23:00:00+00:00,89.0
2013-06-03 00:00:00+00:00,107.00000000000001
2013-06-03 01:00:00+00:00,83.99999999999999
2013-06-03 02:00:00+00:00,115.0
2013-06-03 03:00:00+00:00,84.0
2013-06-03 04:00:00+00:00,82.99999999999999
2013-06-03 05:00:00+00:00,112.00000000000001
2013-06-03 06:00:00+00:00,917.0
2013-06-03 07:00:00+00:00,1518.0
2013-06-03 08:00:00+00:00,724.0
2013-06-03 09:00:00+00:00,131.0
2013-06-03 10:00:00+00:00,122.99999999999999
2013-06-03 11:00:00+00:00,81.99999999999999
2013-06-03 12:00:00+00:00,88.0
2013-06-03 13:00:00+00:00,111.00000000000001
2013-06-03 14:00:00+00:00,80.0
2013-06-03 15:00:00+00:00,94.0
2013-06-03 16:00:00+00:00,176.0
2013-06-03 17:00:00+00:00,121.0
2013-06-03 18:00:00+00:00,314.0
2013-06-03 19:00:00+00:00,529.0
2013-06-03 20:00:00+00:00,489.00000000000006
2013-06-03 21:00:00+00:00,337.0
2013-06-03 22:00:00+00:00,355.00000000000006
2013-06-03 23:00:00+00:00,228.0
2013-06-04 00:00:00+00:00,203.0
2013-06-04 01:00:00+00:00,127.0
2013-06-04 02:00:00+00:00,86.0
2013-06-04 03:00:00+00:00,112.0
2013-06-04 04:00:00+00:00,247.0
2013-06-04 05:00:00+00:00,168.99999999999997
2013-06-04 06:00:00+00:00,1312.0
2013-06-04 07:00:00+00:00,216.00000000000003
2013-06-04 08:00:00+00:00,117.0
2013-06-04 09:00:00+00:00,595.0
2013-06-04 10:00:00+00:00,1472.9999999999998
2013-06-04 11:00:00+00:00,151.00000000000003
2013-06-04 12:00:00+00:00,208.0
2013-06-04 13:00:00+00:00,146.00000000000003
2013-06-04 14:00:00+00:00,117.0
2013-06-04 15:00:00+00:00,862.9999999999999
2013-06-04 16:00:00+00:00,616.0000000000001
2013-06-04 17:00:00+00:00,125.0
2013-06-04 18:00:00+00:00,647.0
2013-06-04 19:00:00+00:00,687.0
2013-06-04 20:00:00+00:00,531.0
2013-06-04 21:00:00+00:00,282.0
2013-06-04 22:00:00+00:00,264.0
2013-06-04 23:00:00+00:00,270.0
2013-06-05 00:00:00+00:00,212.0
2013-06-05 01:00:00+00:00,140.0
2013-06-05 02:00:00+00:00,172.0
2013-06-05 03:00:00+00:00,161.0
2013-06-05 04:00:00+00:00,120.0
2013-06-05 05:00:00+00:00,125.0
2013-06-05 06:00:00+00:00,1174.0
2013-06-05 07:00:00+00:00,544.9999999999999
2013-06-05 08:00:00+00:00,587.0
2013-06-05 09:00:00+00:00,124.0
2013-06-05 10:00:00+00:00,100.0
2013-06-05 11:00:00+00:00,128.0
2013-06-05 12:00:00+00:00,92.0
2013-06-05 13:00:00+00:00,120.0
2013-06-05 14:00:00+00:00,157.0
2013-06-05 15:00:00+00:00,155.0
2013-06-05 16:00:00+00:00,93.0
2013-06-05 17:00:00+00:00,144.00000000000003
2013-06-05 18:00:00+00:00,224.99999999999997
2013-06-05 19:00:00+00:00,830.0
2013-06-05 20:00:00+00:00,475.0000000000001
2013-06-05 21:00:00+00:00,263.0
2013-06-05 22:00:00+00:00,272.0
2013-06-05 23:00:00+00:00,232.99999999999997
2013-06-06 00:00:00+00:00,116.0
2013-06-06 01:00:00+00:00,120.00000000000001
2013-06-06 02:00:00+00:00,113.0
2013-06-06 03:00:00+00:00,115.99999999999999
2013-06-06 04:00:00+00:00,188.0
2013-06-06 05:00:00+00:00,144.0
2013-06-06 06:00:00+00:00,909.0
2013-06-06 07:00:00+00:00,358.0
2013-06-06 08:00:00+00:00,300.00000000000006
2013-06-06 09:00:00+00:00,387.99999999999994
2013-06-06 10:00:00+00:00,637.0
2013-06-06 11:00:00+00:00,132.0
2013-06-06 12:00:00+00:00,89.0
2013-06-06 13:00:00+00:00,129.0
2013-06-06 14:00:00+00:00,207.0
2013-06-06 15:00:00+00:00,213.00000000000003
2013-06-06 16:00:00+00:00,125.0
2013-06-06 17:00:00+00:00,191.0
2013-06-06 18:00:00+00:00,1238.0
2013-06-06 19:00:00+00:00,788.0
2013-06-06 20:00:00+00:00,239.0
2013-06-06 21:00:00+00:00,154.00000000000003
