READING_DATETIME, GENERAL_SUPPLY_KWH
2013-06-01 00:00:00+00:00,1222.0
2013-06-01 01:00:00+00:00,1349.0
2013-06-01 02:00:00+00:00,1111.0
2013-06-01 03:00:00+00:00,212.00000000000003
2013-06-01 04:00:00+00:00,257.0
2013-06-01 05:00:00+00:00,1696.0000000000002
2013-06-01 06:00:00+00:00,1662.0
2013-06-01 07:00:00+00:00,1734.9999999999998
2013-06-01 08:00:00+00:00,796.0
2013-06-01 09:00:00+00:00,225.99999999999997
2013-06-01 10:00:00+00:00,387.0
2013-06-01 11:00:00+00:00,1068.0
2013-06-01 12:00:00+00:00,304.0
2013-06-01 13:00:00+00:00,895.9999999999999
2013-06-01 14:00:00+00:00,769.0
2013-06-01 15:00:00+00:00,324.0
2013-06-01 16:00:00+00:00,421.00000000000006
2013-06-01 17:00:00+00:00,334.0
2013-06-01 18:00:00+00:00,1030.0
2013-06-01 19:00:00+00:00,4373.0
2013-06-01 20:00:00+00:00,3683.0
2013-06-01 21:00:00+00:00,3105.0
2013-06-01 22:00:00+00:00,3588.0
2013-06-01 23:00:00+00:00,3448.0
2013-06-02 00:00:00+00:00,1441.0
2013-06-02 01:00:00+00:00,1168.0000000000002
2013-06-02 02:00:00+00:00,1138.9999999999998
2013-06-02 03:00:00+00:00,262.0
2013-06-02 04:00:00+00:00,268.0
2013-06-02 05:00:00+00:00,1846.0
2013-06-02 06:00:00+00:00,2036.0
2013-06-02 07:00:00+00:00,2018.0000000000002
2013-06-02 08:00:00+00:00,1960.9999999999998
2013-06-02 09:00:00+00:00,3019.0
2013-06-02 10:00:00+00:00,2426.0
2013-06-02 11:00:00+00:00,1811.9999999999998
2013-06-02 12:00:00+00:00,2312.0000000000005
2013-06-02 13:00:00+00:00,336.99999999999994
2013-06-02 14:00:00+00:00,1257.0
2013-06-02 15:00:00+00:00,1389.0
2013-06-02 16:00:00+00:00,2061.0
2013-06-02 17:00:00+00:00,1615.0
2013-06-02 18:00:00+00:00,1109.9999999999998
2013-06-02 19:00:00+00:00,949.0000000000001
2013-06-02 20:00:00+00:00,1156.0000000000002
2013-06-02 21:00:00+00:00,853.0
2013-06-02 22:00:00+00:00,335.99999999999994
2013-06-02 23:00:00+00:00,300.00000000000006
2013-06-03 00:00:00+00:00,1184.0
2013-06-03 01:00:00+00:00,1170.0
2013-06-03 02:00:00+00:00,1153.0
2013-06-03 03:00:00+00:00,349.0
2013-06-03 04:00:00+00:00,243.00000000000003
2013-06-03 05:00:00+00:00,1186.0
2013-06-03 06:00:00+00:00,1163.0
2013-06-03 07:00:00+00:00,2560.0
2013-06-03 08:00:00+00:00,1321.0
2013-06-03 09:00:00+00:00,224.99999999999997
2013-06-03 10:00:00+00:00,230.0
2013-06-03 11:00:00+00:00,245.0
2013-06-03 12:00:00+00:00,214.99999999999997
2013-06-03 13:00:00+00:00,213.00000000000003
